,LR_PO,NN_PO,LR_DO,NN_DO
0,962.6933361955864,-69.3690323067619,-442.8142608331628,-442.8142608331628
1,-489.2139223710673,131.26276724620084,-489.2139223710673,-369.9206976415784
2,-593.4196199363688,-259.24153157693524,-722.5998620774135,-694.2340047279039
3,1092.265421059855,429.15892594941187,-319.75424879449815,-319.75424879449815
4,1118.4157014329446,-218.33993262355256,-932.2148874872767,-873.7278714107263
5,786.7332376470506,-566.0704188160169,-1220.300248433829,-1406.6633191544054
6,1559.4672548202182,-254.83521819714323,-904.4530540105916,-1140.3796261491398
7,1054.0731294718767,-317.0834641030709,-1079.4604106978586,-1218.3358739712105
8,1038.7563920806942,-118.72082808486759,-1077.0493171206006,-1193.2111807158522
9,816.3653845928642,-251.6063541064534,-1097.7217020120702,-1323.8290669181492
10,4627.632431067695,2800.3866237062816,700.6987667865681,-321.503600670227
11,2759.500516329086,783.7045156059631,-217.0153764523356,-586.1143245648282
12,1711.4903447411612,153.42579588073818,-518.8139460749871,-636.4237167476903
13,296.8061509215743,-108.99813047262829,-559.1252382785905,-559.1252382785905
14,1331.2492594517935,229.54075357884946,-536.6000036994614,-536.6000036994614
15,979.9196851990972,7.678108732641545,-601.2375581464631,-601.2375581464631
16,453.7198170521866,-138.76853878830866,-796.1884750043446,-743.9144189369161
17,863.4913689157371,34.252528588819295,-635.4554260027799,-531.320599795169
18,-39.06103657049701,-126.64491879481862,-764.2355192316631,-636.8052609115946
19,253.20670933710045,-43.45155723565237,-697.4247972718293,-515.5360107393394
20,362.09389327302836,-152.49457450696352,-973.3821575680822,-973.3821575680822
21,1940.241759539924,1178.8602736898554,-455.9272042257088,-302.51585994643483
22,358.433136080558,127.0552071495201,-1098.2892011544686,-897.0139160665335
23,1701.0076765696972,1267.1573420152108,-722.0634503471371,-555.4792045675836
24,1892.3783377794114,832.6298278074694,-771.1056601874662,-841.7308227489377
25,3025.1817981229906,1057.050134072289,-471.73406045076996,-864.4291260089425
26,3273.728139555497,1084.096120517805,-462.8194929501558,-927.7483501510609
27,3886.893295456068,1340.0230192370832,-362.4310230596792,-972.5227013359493
28,3850.644313376487,1273.4342509223309,-486.2875183260791,-1143.1276545157666
29,4744.772633819554,2066.6923065390797,-207.77604239376132,-948.1007461133725
30,4624.541856050209,1825.345755827437,-374.57848801353407,-1240.1236373926872
31,6578.564649534389,3824.3732671415546,1016.4295707731892,-389.6984929923062
32,5166.602657614281,2839.5354996842216,-215.70849647026802,-778.3304740785688
33,4886.408488592665,3119.5589092674454,-162.64528276680835,-693.1309539115045
34,4449.298448782865,3505.476369868974,-42.66687794633457,-383.9322379091373
35,2098.9922203804003,791.9013525576803,-887.499152460049,-1191.6947151660097
36,2146.202926072827,726.789513703079,-775.6778745145673,-1079.9183946985866
37,340.8731512639243,-415.77862508291463,-1448.349996241666,-1747.2543434352879
38,1537.5201718873054,-172.8059059305644,-766.1449970850933,-1085.8588157420581
39,2501.114598016051,920.7435592169182,-351.4693581265543,-662.1575955885803
40,4320.444651506228,3486.792986889878,760.7894988368708,596.4852094342834
41,3438.4504689860028,3105.059595723927,125.56278150185857,458.8600659775402
42,3437.5517884613714,2790.9155311541313,169.0373537322995,96.5167153395865
43,2988.411530073292,2821.7060796953015,-85.89904060640599,115.27073938149304
44,3434.8778546215235,3463.641260915513,91.22585690596999,569.4933429737691
45,2535.4060421914064,3497.9841121617346,-5.2113084166194316e-12,643.1458354809849
46,1014.7264853606744,2803.589801371398,-5.2113084166194316e-12,485.70797171849216
47,-5.2113084166194316e-12,2690.0975529242955,-5.2113084166194316e-12,791.6806445716035
48,-26.099822361053118,2521.155627917401,-26.099822361053118,803.1539218431705
49,862.4594622153577,2208.4739923768693,-394.3656901504566,-100.54330802693036
50,-100.09311644740343,880.85965963989,-894.952193950367,-633.1272959387093
51,421.6747164730066,1432.0350849353267,-681.9324750613206,-394.01656528630804
52,-519.0242160091564,66.1376438548785,-1283.2290242167069,-999.1097064951036
53,-1523.0653796551992,-1114.608909920204,-2693.032292711223,-2210.4387475304266
54,-699.2071762761212,-240.65734434952603,-1868.0650016301815,-1410.8245535819133
55,-1794.766530370045,-1361.5842988491477,-3013.5300793626884,-2574.497606420613
56,-566.3770110627294,-414.88822011895564,-1885.7190857131666,-1678.4888755612276
57,550.1316999305108,879.4833682551819,-844.6020437324454,-558.664379706935
58,-34.37432784565463,219.3288572403381,-1099.2574403824951,-862.6533020488157
59,-1188.5794145985892,-950.2123937607494,-2191.4676502130014,-1918.9883883300242
60,-782.5706102811596,-415.2193310556311,-1404.262956340336,-1276.344548896077
61,-938.0234505987162,-389.47064816123077,-1299.689647475503,-1219.7288085548053
62,-462.19020273056344,347.8139951664118,-721.6315919392566,-660.5777151433832
63,-909.0219999605376,-461.9421591266861,-1328.737803137091,-1247.8141620694291
64,-169.64110586491086,-438.2621191728243,-1221.2596426442806,-1221.2596426442806
65,2504.0488780320793,578.4835530144778,-289.1081838815934,-727.8638362029798
66,2482.55735505364,181.4510560795832,-608.267441173524,-1471.3781490538172
