,DA Price,Net Load Forecast,System Margin,Day,Hour,Month,DA Price_24,DA Price_144,DA Price_168
2017-10-20 18:00:00,64.5,50072,0.948545861,4,18,10,70,54.57,67.33
2017-10-20 19:00:00,58.76,45386,0.923946965,4,19,10,62.65,45.84,54.83
2017-10-20 20:00:00,53.69,43349,0.910191842,4,20,10,58,47.1,54.37
2017-10-20 21:00:00,46.86,45862,0.958648762,4,21,10,51.87,43.9,48.08
2017-10-20 22:00:00,50.35,41562,0.951500873,4,22,10,48.65,34.65,52.72
2017-10-20 23:00:00,47.86,37613,0.940524084,4,23,10,40.54,41,49.94
2017-10-21 00:00:00,32.05,35613,0.919784204,5,0,10,36.58,31.84,43.91
2017-10-21 01:00:00,30.84,32479,0.87631561,5,1,10,32.25,30.27,33.59
2017-10-21 02:00:00,29.35,30394,0.830342133,5,2,10,30,29.04,30
2017-10-21 03:00:00,30.3,30209,0.823040621,5,3,10,31.01,28.91,29.49
2017-10-21 04:00:00,31.16,31649,0.831395604,5,4,10,41.08,31.18,33.09
2017-10-21 05:00:00,35.88,34642,0.862381023,5,5,10,61.15,35.9,35.45
2017-10-21 06:00:00,41.91,36149,0.848661956,5,6,10,61.54,34.22,42.49
2017-10-21 07:00:00,46.07,38132,0.857555342,5,7,10,64.05,33.24,47.84
2017-10-21 08:00:00,47.71,38957,0.864007797,5,8,10,63.94,31.58,47.78
2017-10-21 09:00:00,53.1,38620,0.882753662,5,9,10,62.1,39.59,47.84
2017-10-21 10:00:00,50.69,38512,0.893143148,5,10,10,60.39,38.27,42.95
2017-10-21 11:00:00,48.9,38804,0.928223774,5,11,10,56.5,37.37,44.53
2017-10-21 12:00:00,40.94,35801,0.889950288,5,12,10,53.24,30.9,41.62
2017-10-21 13:00:00,32,34044,0.867879511,5,13,10,54.19,26.63,40.4
2017-10-21 14:00:00,32.09,33064,0.844760284,5,14,10,53.26,28.03,39.53
2017-10-21 15:00:00,36.56,33246,0.822870883,5,15,10,53.66,39.38,42.41
2017-10-21 16:00:00,40.2,35741,0.80135315,5,16,10,60.53,45.05,49.9
2017-10-21 17:00:00,45.22,40874,0.853558573,5,17,10,65.72,50,63.16
2017-10-21 18:00:00,36.35,40784,0.853912046,5,18,10,64.5,55.91,54.57
2017-10-21 19:00:00,30.63,37564,0.839815128,5,19,10,58.76,41.2,45.84
2017-10-21 20:00:00,43.42,36444,0.804365771,5,20,10,53.69,39.24,47.1
2017-10-21 21:00:00,40.17,39523,0.836686579,5,21,10,46.86,42.67,43.9
2017-10-21 22:00:00,44.58,37649,0.889262401,5,22,10,50.35,38.09,34.65
2017-10-21 23:00:00,38.9,34416,0.878176383,5,23,10,47.86,30,41
2017-10-22 00:00:00,27.42,32733,0.890802709,6,0,10,32.05,24.47,31.84
2017-10-22 01:00:00,24.72,29621,0.84190622,6,1,10,30.84,24.88,30.27
2017-10-22 02:00:00,26.1,28210,0.812041316,6,2,10,29.35,23.85,29.04
2017-10-22 03:00:00,26.35,27649,0.780937569,6,3,10,30.3,28.9,28.91
2017-10-22 04:00:00,27.88,28539,0.78376074,6,4,10,31.16,42,31.18
2017-10-22 05:00:00,38.02,29953,0.800008591,6,5,10,35.88,55.73,35.9
2017-10-22 06:00:00,39.19,32276,0.824210526,6,6,10,41.91,64.05,34.22
2017-10-22 07:00:00,43.9,34731,0.840626206,6,7,10,46.07,64.96,33.24
2017-10-22 08:00:00,39.99,36917,0.863336143,6,8,10,47.71,60.29,31.58
2017-10-22 09:00:00,30.16,37364,0.855000284,6,9,10,53.1,56.8,39.59
2017-10-22 10:00:00,44.83,38999,0.87381136,6,10,10,50.69,48.1,38.27
2017-10-22 11:00:00,47.79,38081,0.899973306,6,11,10,48.9,51.35,37.37
2017-10-22 12:00:00,27.2,34718,0.88586236,6,12,10,40.94,40.56,30.9
2017-10-22 13:00:00,25.63,33015,0.872371435,6,13,10,32,42.5,26.63
2017-10-22 14:00:00,28.93,32274,0.853180904,6,14,10,32.09,44.62,28.03
2017-10-22 15:00:00,37.07,33290,0.820039069,6,15,10,36.56,50.9,39.38
2017-10-22 16:00:00,49.9,37281,0.834692134,6,16,10,40.2,63.47,45.05
2017-10-22 17:00:00,62.82,44166,0.909394603,6,17,10,45.22,67,50
2017-10-22 18:00:00,64.03,44502,0.914257937,6,18,10,36.35,62.19,55.91
2017-10-22 19:00:00,56.23,42321,0.908416759,6,19,10,30.63,40.66,41.2
2017-10-22 20:00:00,50.29,41489,0.882495399,6,20,10,43.42,43.01,39.24
2017-10-22 21:00:00,52.85,45157,0.938594309,6,21,10,40.17,38.31,42.67
2017-10-22 22:00:00,43.78,43233,0.96733951,6,22,10,44.58,47.3,38.09
2017-10-22 23:00:00,39.19,40590,0.94917068,6,23,10,38.9,38.73,30
2017-10-23 00:00:00,38,40195,0.940611128,0,0,10,27.42,31.87,24.47
2017-10-23 01:00:00,31.85,37508,0.893386307,0,1,10,24.72,30.61,24.88
2017-10-23 02:00:00,33.64,36369,0.869565217,0,2,10,26.1,28.22,23.85
2017-10-23 03:00:00,41.19,38979,0.909388646,0,3,10,26.35,33.54,28.9
2017-10-23 04:00:00,49.61,44046,0.95375368,0,4,10,27.88,53.47,42
2017-10-23 05:00:00,66.02,51278,1.023239022,0,5,10,38.02,65.04,55.73
2017-10-23 06:00:00,68,54377,1.044819931,0,6,10,39.19,67.48,64.05
2017-10-23 07:00:00,69.26,54886,1.02013661,0,7,10,43.9,66,64.96
2017-10-23 08:00:00,67.89,54666,1.010567801,0,8,10,39.99,65.04,60.29
2017-10-23 09:00:00,67.89,54093,1.006109136,0,9,10,30.16,65.04,56.8
2017-10-23 10:00:00,66.02,53136,1.010258543,0,10,10,44.83,63.98,48.1
2017-10-23 11:00:00,64.48,52180,0.993792015,0,11,10,47.79,64.05,51.35
2017-10-23 12:00:00,62.58,50292,0.962868118,0,12,10,27.2,63.22,40.56
2017-10-23 13:00:00,60.52,48298,0.93147954,0,13,10,25.63,58.6,42.5
2017-10-23 14:00:00,55.96,47178,0.911846207,0,14,10,28.93,59,44.62
2017-10-23 15:00:00,61.84,47017,0.90091657,0,15,10,37.07,62,50.9
2017-10-23 16:00:00,67.05,50049,0.914323553,0,16,10,49.9,65.2,63.47
2017-10-23 17:00:00,71.42,56199,0.9889635,0,17,10,62.82,80.54,67
2017-10-23 18:00:00,69.66,54078,0.979788653,0,18,10,64.03,68.71,62.19
2017-10-23 19:00:00,58.39,49748,0.953416484,0,19,10,56.23,64.05,40.66
2017-10-23 20:00:00,53.03,47417,0.940531734,0,20,10,50.29,55.13,43.01
2017-10-23 21:00:00,47.85,49736,0.982819139,0,21,10,52.85,48.17,38.31
2017-10-23 22:00:00,49.26,47607,0.968732016,0,22,10,43.78,45.22,47.3
2017-10-23 23:00:00,44.06,44136,0.945847939,0,23,10,39.19,37.83,38.73
2017-10-24 00:00:00,39.7,42818,0.933439895,1,0,10,38,34.02,31.87
2017-10-24 01:00:00,31.67,39989,0.892371996,1,1,10,31.85,31.89,30.61
2017-10-24 02:00:00,32.07,38862,0.862158405,1,2,10,33.64,31.81,28.22
2017-10-24 03:00:00,39.5,40086,0.868725869,1,3,10,41.19,36.03,33.54
2017-10-24 04:00:00,51.41,44920,0.915016295,1,4,10,49.61,49.87,53.47
2017-10-24 05:00:00,66.87,51575,0.974325571,1,5,10,66.02,66,65.04
2017-10-24 06:00:00,67.56,54438,0.975916483,1,6,10,68,69.94,67.48
2017-10-24 07:00:00,68.11,54944,0.958268416,1,7,10,69.26,67.91,66
2017-10-24 08:00:00,66.66,54312,0.950791357,1,8,10,67.89,65.04,65.04
2017-10-24 09:00:00,66.12,53340,0.942556768,1,9,10,67.89,63.43,65.04
2017-10-24 10:00:00,63.5,52548,0.950444094,1,10,10,66.02,61.84,63.98
2017-10-24 11:00:00,64.3,51801,0.9531049,1,11,10,64.48,61.97,64.05
2017-10-24 12:00:00,62.62,50294,0.938805065,1,12,10,62.58,61.99,63.22
2017-10-24 13:00:00,61.84,48744,0.920607242,1,13,10,60.52,60.43,58.6
2017-10-24 14:00:00,60.53,48073,0.914299646,1,14,10,55.96,62.65,59
2017-10-24 15:00:00,61.8,48073,0.909267466,1,15,10,61.84,65.66,62
2017-10-24 16:00:00,67.47,50833,0.924252953,1,16,10,67.05,73.41,65.2
2017-10-24 17:00:00,72.01,56190,0.978737766,1,17,10,71.42,83.02,80.54
2017-10-24 18:00:00,69.99,54279,0.963639805,1,18,10,69.66,67.03,68.71
2017-10-24 19:00:00,63.39,49743,0.93192357,1,19,10,58.39,57.95,64.05
2017-10-24 20:00:00,61.65,47605,0.905826818,1,20,10,53.03,55.05,55.13
2017-10-24 21:00:00,53.97,49716,0.951770843,1,21,10,47.85,48.99,48.17
2017-10-24 22:00:00,52.67,47700,0.945987183,1,22,10,49.26,52.58,45.22
2017-10-24 23:00:00,47.55,43788,0.899234568,1,23,10,44.06,44.42,37.83
2017-10-25 00:00:00,44.13,42675,0.874921532,2,0,10,39.7,42.12,34.02
2017-10-25 01:00:00,38.53,39857,0.843852079,2,1,10,31.67,37.42,31.89
2017-10-25 02:00:00,35.04,38640,0.824470779,2,2,10,32.07,34,31.81
2017-10-25 03:00:00,39.84,39873,0.83054836,2,3,10,39.5,37.84,36.03
2017-10-25 04:00:00,54.2,43926,0.870795586,2,4,10,51.41,53.71,49.87
2017-10-25 05:00:00,67.95,50020,0.92912084,2,5,10,66.87,67.66,66
2017-10-25 06:00:00,68.93,54023,0.975567037,2,6,10,67.56,68.54,69.94
2017-10-25 07:00:00,69.2,55246,0.981477318,2,7,10,68.11,68.12,67.91
2017-10-25 08:00:00,68.04,55207,0.981771995,2,8,10,66.66,67.01,65.04
2017-10-25 09:00:00,67.05,54142,0.977299225,2,9,10,66.12,67.66,63.43
2017-10-25 10:00:00,63.59,53406,0.978960927,2,10,10,63.5,62.58,61.84
2017-10-25 11:00:00,64,52632,0.97206493,2,11,10,64.3,57.7,61.97
2017-10-25 12:00:00,63.49,50813,0.950938825,2,12,10,62.62,56.5,61.99
2017-10-25 13:00:00,64.05,48724,0.942466539,2,13,10,61.84,56.45,60.43
2017-10-25 14:00:00,64.36,47826,0.925858689,2,14,10,60.53,54.03,62.65
2017-10-25 15:00:00,63.27,48060,0.918195467,2,15,10,61.8,58.01,65.66
2017-10-25 16:00:00,68.19,50854,0.936613739,2,16,10,67.47,62.61,73.41
2017-10-25 17:00:00,77.91,57191,0.994261885,2,17,10,72.01,77.55,83.02
2017-10-25 18:00:00,69.57,55248,0.986655812,2,18,10,69.99,70,67.03
2017-10-25 19:00:00,67.44,51243,0.960166083,2,19,10,63.39,62.65,57.95
2017-10-25 20:00:00,63.01,49033,0.924460499,2,20,10,61.65,58,55.05
2017-10-25 21:00:00,62.05,51271,0.970774003,2,21,10,53.97,51.87,48.99
2017-10-25 22:00:00,51.27,48648,0.978237193,2,22,10,52.67,48.65,52.58
2017-10-25 23:00:00,45.2,45485,0.94916576,2,23,10,47.55,40.54,44.42
2017-10-26 00:00:00,42.26,44521,0.935061718,3,0,10,44.13,36.58,42.12
2017-10-26 01:00:00,32.25,41165,0.892933073,3,1,10,38.53,32.25,37.42
2017-10-26 02:00:00,32.25,39408,0.850408323,3,2,10,35.04,30,34
2017-10-26 03:00:00,36.45,40400,0.845637858,3,3,10,39.84,31.01,37.84
2017-10-26 04:00:00,51.94,44358,0.871415641,3,4,10,54.2,41.08,53.71
2017-10-26 05:00:00,66.76,50533,0.907379785,3,5,10,67.95,61.15,67.66
2017-10-26 06:00:00,68.09,54472,0.969616909,3,6,10,68.93,61.54,68.54
2017-10-26 07:00:00,68.04,55623,0.971763526,3,7,10,69.2,64.05,68.12
2017-10-26 08:00:00,66.05,55421,0.959031657,3,8,10,68.04,63.94,67.01
2017-10-26 09:00:00,63.35,54403,0.957010482,3,9,10,67.05,62.1,67.66
2017-10-26 10:00:00,60,53426,0.962979361,3,10,10,63.59,60.39,62.58
2017-10-26 11:00:00,58.38,52684,0.966540198,3,11,10,64,56.5,57.7
2017-10-26 12:00:00,56.52,51362,0.951673633,3,12,10,63.49,53.24,56.5
2017-10-26 13:00:00,57.65,48937,0.911304348,3,13,10,64.05,54.19,56.45
2017-10-26 14:00:00,59,47976,0.897130243,3,14,10,64.36,53.26,54.03
2017-10-26 15:00:00,62.65,48334,0.893191088,3,15,10,63.27,53.66,58.01
2017-10-26 16:00:00,67.97,51162,0.906360239,3,16,10,68.19,60.53,62.61
2017-10-26 17:00:00,72.22,57240,0.986086837,3,17,10,77.91,65.72,77.55
2017-10-26 18:00:00,70.22,55150,0.961688413,3,18,10,69.57,64.5,70
2017-10-26 19:00:00,64.77,51052,0.925826053,3,19,10,67.44,58.76,62.65
2017-10-26 20:00:00,58.7,49099,0.907180705,3,20,10,63.01,53.69,58
2017-10-26 21:00:00,53,52043,0.983007219,3,21,10,62.05,46.86,51.87
2017-10-26 22:00:00,52.43,48954,0.968441013,3,22,10,51.27,50.35,48.65
2017-10-26 23:00:00,45.45,45215,0.929200887,3,23,10,45.2,47.86,40.54
2017-10-27 00:00:00,45.44,43675,0.915561504,4,0,10,42.26,32.05,36.58
2017-10-27 01:00:00,39.38,40785,0.874840094,4,1,10,32.25,30.84,32.25
2017-10-27 02:00:00,35.41,39594,0.862104912,4,2,10,32.25,29.35,30
2017-10-27 03:00:00,42.17,40852,0.868284757,4,3,10,36.45,30.3,31.01
2017-10-27 04:00:00,53.85,44921,0.897962316,4,4,10,51.94,31.16,41.08
2017-10-27 05:00:00,65.94,51029,0.952861286,4,5,10,66.76,35.88,61.15
2017-10-27 06:00:00,67.22,54441,0.967719757,4,6,10,68.09,41.91,61.54
2017-10-27 07:00:00,68.04,54806,0.960757094,4,7,10,68.04,46.07,64.05
2017-10-27 08:00:00,65.19,54507,0.954610048,4,8,10,66.05,47.71,63.94
2017-10-27 09:00:00,63.25,53459,0.95959596,4,9,10,63.35,53.1,62.1
2017-10-27 10:00:00,60.53,52662,0.961944496,4,10,10,60,50.69,60.39
2017-10-27 11:00:00,60.16,52000,0.973653085,4,11,10,58.38,48.9,56.5
2017-10-27 12:00:00,56.97,49836,0.960561802,4,12,10,56.52,40.94,53.24
2017-10-27 13:00:00,51.84,47723,0.940963704,4,13,10,57.65,32,54.19
2017-10-27 14:00:00,50.16,46488,0.924931267,4,14,10,59,32.09,53.26
2017-10-27 15:00:00,55.1,46643,0.907493615,4,15,10,62.65,36.56,53.66
2017-10-27 16:00:00,60.53,49493,0.921275994,4,16,10,67.97,40.2,60.53
2017-10-27 17:00:00,66.39,54439,0.958450252,4,17,10,72.22,45.22,65.72
2017-10-27 18:00:00,64.42,52887,0.949154874,4,18,10,70.22,36.35,64.5
2017-10-27 19:00:00,57.03,49405,0.943482141,4,19,10,64.77,30.63,58.76
2017-10-27 20:00:00,50.54,47923,0.931229445,4,20,10,58.7,43.42,53.69
2017-10-27 21:00:00,48.59,51090,0.997601294,4,21,10,53,40.17,46.86
2017-10-27 22:00:00,48.15,48013,0.951976602,4,22,10,52.43,44.58,50.35
2017-10-27 23:00:00,45,44437,0.916864422,4,23,10,45.45,38.9,47.86
2017-10-28 00:00:00,42.94,42860,0.893725078,5,0,10,45.44,27.42,32.05
2017-10-28 01:00:00,41.53,39477,0.853263322,5,1,10,39.38,24.72,30.84
2017-10-28 02:00:00,38.88,37945,0.822216284,5,2,10,35.41,26.1,29.35
2017-10-28 03:00:00,42.44,38060,0.818633363,5,3,10,42.17,26.35,30.3
2017-10-28 04:00:00,45.32,39399,0.834425073,5,4,10,53.85,27.88,31.16
2017-10-28 05:00:00,47.65,41236,0.85012285,5,5,10,65.94,38.02,35.88
2017-10-28 06:00:00,48.44,44171,0.876993166,5,6,10,67.22,39.19,41.91
2017-10-28 07:00:00,56,46320,0.89579863,5,7,10,68.04,43.9,46.07
2017-10-28 08:00:00,57.74,47387,0.913544775,5,8,10,65.19,39.99,47.71
2017-10-28 09:00:00,54.5,47482,0.924338771,5,9,10,63.25,30.16,53.1
2017-10-28 10:00:00,53.34,47299,0.929634126,5,10,10,60.53,44.83,50.69
2017-10-28 11:00:00,46.38,45816,0.927433949,5,11,10,60.16,47.79,48.9
2017-10-28 12:00:00,38.52,41948,0.881217022,5,12,10,56.97,27.2,40.94
2017-10-28 13:00:00,36.38,38783,0.854573828,5,13,10,51.84,25.63,32
2017-10-28 14:00:00,35.14,36826,0.832956003,5,14,10,50.16,28.93,32.09
2017-10-28 15:00:00,37.46,36693,0.807436182,5,15,10,55.1,37.07,36.56
2017-10-28 16:00:00,51.07,40352,0.826571018,5,16,10,60.53,49.9,40.2
2017-10-28 17:00:00,59.98,46720,0.880930154,5,17,10,66.39,62.82,45.22
2017-10-28 18:00:00,61.84,46879,0.879252721,5,18,10,64.42,64.03,36.35
2017-10-28 19:00:00,52.17,44262,0.870000179,5,19,10,57.03,56.23,30.63
2017-10-28 20:00:00,43.92,43540,0.862454196,5,20,10,50.54,50.29,43.42
2017-10-28 21:00:00,38.51,47068,0.905942145,5,21,10,48.59,52.85,40.17
2017-10-28 22:00:00,44.19,45646,0.95188777,5,22,10,48.15,43.78,44.58
2017-10-28 23:00:00,42.3,42324,0.904539002,5,23,10,45,39.19,38.9
2017-10-29 00:00:00,15.41,41913.5,0.90121384,6,0,10,42.94,38,27.42
2017-10-29 01:00:00,25.79,41953,0.898508899,6,1,10,41.53,31.85,24.72
2017-10-29 02:00:00,28.31,36248.4,0.837087544,6,2,10,38.88,33.64,26.1
2017-10-29 03:00:00,23.19,34143.8,0.839619827,6,3,10,42.44,41.19,26.35
2017-10-29 04:00:00,24.24,33989.2,0.841750842,6,4,10,45.32,49.61,27.88
2017-10-29 05:00:00,29.52,35134.6,0.840370667,6,5,10,47.65,66.02,38.02
2017-10-29 06:00:00,30.31,36030,0.856066775,6,6,10,48.44,68,39.19
2017-10-29 07:00:00,23.27,37689,0.876431269,6,7,10,56,69.26,43.9
2017-10-29 08:00:00,30.76,40263,0.890332144,6,8,10,57.74,67.89,39.99
2017-10-29 09:00:00,41.63,41568,0.889588101,6,9,10,54.5,67.89,30.16
2017-10-29 10:00:00,46.93,42085,0.869372612,6,10,10,53.34,66.02,44.83
2017-10-29 11:00:00,46.57,43345,0.885637274,6,11,10,46.38,64.48,47.79
2017-10-29 12:00:00,44.67,43803,0.9189893,6,12,10,38.52,62.58,27.2
2017-10-29 13:00:00,42.1,41232,0.894692535,6,13,10,36.38,60.52,25.63
2017-10-29 14:00:00,41.15,38794,0.871270316,6,14,10,35.14,55.96,28.93
2017-10-29 15:00:00,32.83,37291,0.8547796,6,15,10,37.46,61.84,37.07
2017-10-29 16:00:00,47,38268,0.846111612,6,16,10,51.07,67.05,49.9
2017-10-29 17:00:00,59.58,44056,0.889740854,6,17,10,59.98,71.42,62.82
2017-10-29 18:00:00,63.3,47306,0.937745834,6,18,10,61.84,69.66,64.03
2017-10-29 19:00:00,63.15,45917,0.923160467,6,19,10,52.17,58.39,56.23
2017-10-29 20:00:00,54.72,43839,0.908853389,6,20,10,43.92,53.03,50.29
2017-10-29 21:00:00,57.09,43426,0.892707382,6,21,10,38.51,47.85,52.85
2017-10-29 22:00:00,48.37,47192,0.954184233,6,22,10,44.19,49.26,43.78
2017-10-29 23:00:00,44,46240,0.953508063,6,23,10,42.3,44.06,39.19
2017-10-30 00:00:00,37.6,42964,0.912796881,0,0,10,15.41,39.7,38
2017-10-30 01:00:00,32.37,41515,0.914702467,0,1,10,25.79,31.67,31.85
2017-10-30 02:00:00,29.36,38466,0.865796388,0,2,10,28.31,32.07,33.64
2017-10-30 03:00:00,29.83,37467,0.841660657,0,3,10,23.19,39.5,41.19
2017-10-30 04:00:00,33.9,40069,0.851201697,0,4,10,24.24,51.41,49.61
2017-10-30 05:00:00,46.7,45173,0.891211384,0,5,10,29.52,66.87,66.02
2017-10-30 06:00:00,60.54,50726,0.951106226,0,6,10,30.31,67.56,68
2017-10-30 07:00:00,62.16,54296,0.96951261,0,7,10,23.27,68.11,69.26
2017-10-30 08:00:00,59.19,56208,0.987625535,0,8,10,30.76,66.66,67.89
2017-10-30 09:00:00,56.52,55680,0.98999202,0,9,10,41.63,66.12,67.89
2017-10-30 10:00:00,54.99,54928,0.984745931,0,10,10,46.93,63.5,66.02
2017-10-30 11:00:00,50.99,54697,0.997489651,0,11,10,46.57,64.3,64.48
2017-10-30 12:00:00,51.44,54295,1.003524081,0,12,10,44.67,62.62,62.58
2017-10-30 13:00:00,54.56,53246,0.993765607,0,13,10,42.1,61.84,60.52
2017-10-30 14:00:00,54.67,51264,0.966760057,0,14,10,41.15,60.53,55.96
2017-10-30 15:00:00,56,50966,0.947817936,0,15,10,32.83,61.8,61.84
2017-10-30 16:00:00,61.12,52136,0.918086214,0,16,10,47,67.47,67.05
2017-10-30 17:00:00,74.28,58831,0.981387479,0,17,10,59.58,72.01,71.42
2017-10-30 18:00:00,76.94,61872,1.035153086,0,18,10,63.3,69.99,69.66
2017-10-30 19:00:00,63.7,58278,1.029354074,0,19,10,63.15,63.39,58.39
2017-10-30 20:00:00,56,54332,0.997314583,0,20,10,54.72,61.65,53.03
2017-10-30 21:00:00,50.61,53037,0.988910586,0,21,10,57.09,53.97,47.85
2017-10-30 22:00:00,47.81,56113,1.068203509,0,22,10,48.37,52.67,49.26
2017-10-30 23:00:00,46.46,53164,1.027206074,0,23,10,44,47.55,44.06
2017-10-31 00:00:00,44.05,50209,0.996944232,1,0,10,37.6,44.13,39.7
2017-10-31 01:00:00,43.2,49431,1.001210039,1,1,10,32.37,38.53,31.67
2017-10-31 02:00:00,40.69,46503,0.962036926,1,2,10,29.36,35.04,32.07
2017-10-31 03:00:00,40.19,45573,0.934412923,1,3,10,29.83,39.84,39.5
2017-10-31 04:00:00,43.67,47534,0.931222562,1,4,10,33.9,54.2,51.41
2017-10-31 05:00:00,49.06,52093,0.977377553,1,5,10,46.7,67.95,66.87
2017-10-31 06:00:00,63.95,57321,1.019946392,1,6,10,60.54,68.93,67.56
2017-10-31 07:00:00,66.22,60237,1.038307643,1,7,10,62.16,69.2,68.11
2017-10-31 08:00:00,64.15,60994,1.034176361,1,8,10,59.19,68.04,66.66
2017-10-31 09:00:00,62.65,59372,1.025442824,1,9,10,56.52,67.05,66.12
2017-10-31 10:00:00,59.56,57767,1.010821446,1,10,10,54.99,63.59,63.5
2017-10-31 11:00:00,59.03,56878,1.008081107,1,11,10,50.99,64,64.3
2017-10-31 12:00:00,59.44,55805,1.004702508,1,12,10,51.44,63.49,62.62
2017-10-31 13:00:00,60,54230,0.998649088,1,13,10,54.56,64.05,61.84
2017-10-31 14:00:00,58.64,52669,0.979246599,1,14,10,54.67,64.36,60.53
2017-10-31 15:00:00,59.98,52425,0.956791739,1,15,10,56,63.27,61.8
2017-10-31 16:00:00,66.83,54245,0.950047801,1,16,10,61.12,68.19,67.47
2017-10-31 17:00:00,72.01,61063,1.007711749,1,17,10,74.28,77.91,72.01
2017-10-31 18:00:00,72.17,64093,1.061324585,1,18,10,76.94,69.57,69.99
2017-10-31 19:00:00,68.76,59780,1.018389199,1,19,10,63.7,67.44,63.39
2017-10-31 20:00:00,59.46,55916,0.991633096,1,20,10,56,63.01,61.65
2017-10-31 21:00:00,55.21,54501,0.989039895,1,21,10,50.61,62.05,53.97
2017-10-31 22:00:00,50.63,57551,1.043475211,1,22,10,47.81,51.27,52.67
2017-10-31 23:00:00,50.07,55225,1.032338759,1,23,10,46.46,45.2,47.55
2017-11-01 00:00:00,48.47,51806,1.008387522,2,0,11,44.05,42.26,44.13
2017-11-01 01:00:00,44.69,50858,1.015600865,2,1,11,43.2,32.25,38.53
2017-11-01 02:00:00,34.6,47709,0.986291544,2,2,11,40.69,32.25,35.04
2017-11-01 03:00:00,33.59,46012,0.961944394,2,3,11,40.19,36.45,39.84
2017-11-01 04:00:00,33.06,45147,0.939223232,2,4,11,43.67,51.94,54.2
2017-11-01 05:00:00,36.5,45232,0.915656188,2,5,11,49.06,66.76,67.95
2017-11-01 06:00:00,40,45970,0.896093808,2,6,11,63.95,68.09,68.93
2017-11-01 07:00:00,40.6,46751,0.895506088,2,7,11,66.22,68.04,69.2
2017-11-01 08:00:00,45,47918,0.919505034,2,8,11,64.15,66.05,68.04
2017-11-01 09:00:00,45.89,47652,0.933647245,2,9,11,62.65,63.35,67.05
2017-11-01 10:00:00,46.61,47127,0.946245951,2,10,11,59.56,60,63.59
2017-11-01 11:00:00,48.4,47488,0.943955985,2,11,11,59.03,58.38,64
2017-11-01 12:00:00,46.6,46944,0.944378482,2,12,11,59.44,56.52,63.49
2017-11-01 13:00:00,38.06,43831,0.908133719,2,13,11,60,57.65,64.05
2017-11-01 14:00:00,34.01,41570,0.872568449,2,14,11,58.64,59,64.36
2017-11-01 15:00:00,38.94,41538,0.847166243,2,15,11,59.98,62.65,63.27
2017-11-01 16:00:00,51.47,44346,0.851044422,2,16,11,66.83,67.97,68.19
2017-11-01 17:00:00,61.99,51046,0.894095626,2,17,11,72.01,72.22,77.91
2017-11-01 18:00:00,65.55,53726,0.925956195,2,18,11,72.17,70.22,69.57
2017-11-01 19:00:00,63.24,51516,0.903171429,2,19,11,68.76,64.77,67.44
2017-11-01 20:00:00,52.34,48807,0.899665321,2,20,11,59.46,58.7,63.01
2017-11-01 21:00:00,53.53,47997,0.899949372,2,21,11,55.21,53,62.05
2017-11-01 22:00:00,50.64,51653,0.962109307,2,22,11,50.63,52.43,51.27
2017-11-01 23:00:00,44.61,49194,0.939863033,2,23,11,50.07,45.45,45.2
2017-11-02 00:00:00,41.37,46230,0.910123059,3,0,11,48.47,45.44,42.26
2017-11-02 01:00:00,37.9,45646,0.931961121,3,1,11,44.69,39.38,32.25
2017-11-02 02:00:00,29.97,43113,0.912001265,3,2,11,34.6,35.41,32.25
2017-11-02 03:00:00,32.3,42282,0.892910174,3,3,11,33.59,42.17,36.45
2017-11-02 04:00:00,41.88,44116,0.876650745,3,4,11,33.06,53.85,51.94
2017-11-02 05:00:00,49.2,49149,0.919339925,3,5,11,36.5,65.94,66.76
2017-11-02 06:00:00,60.43,54615,0.973316955,3,6,11,40,67.22,68.09
2017-11-02 07:00:00,62.65,57629,0.995807128,3,7,11,40.6,68.04,68.04
2017-11-02 08:00:00,62.58,59123,1.011444428,3,8,11,45,65.19,66.05
2017-11-02 09:00:00,61.61,58522,1.019311531,3,9,11,45.89,63.25,63.35
2017-11-02 10:00:00,60.53,58106,1.025134471,3,10,11,46.61,60.53,60
2017-11-02 11:00:00,59.43,58130,1.034275506,3,11,11,48.4,60.16,58.38
2017-11-02 12:00:00,59.07,57838,1.036775225,3,12,11,46.6,56.97,56.52
2017-11-02 13:00:00,60.43,56414,1.017995646,3,13,11,38.06,51.84,57.65
2017-11-02 14:00:00,60.53,54400,0.989064147,3,14,11,34.01,50.16,59
2017-11-02 15:00:00,60.84,53504,0.95882831,3,15,11,38.94,55.1,62.65
2017-11-02 16:00:00,63.98,55571,0.950168565,3,16,11,51.47,60.53,67.97
2017-11-02 17:00:00,77.99,61180,0.982522362,3,17,11,61.99,66.39,72.22
2017-11-02 18:00:00,71.6,63409,1.034393795,3,18,11,65.55,64.42,70.22
2017-11-02 19:00:00,67.86,59648,1.008912477,3,19,11,63.24,57.03,64.77
2017-11-02 20:00:00,60,55835,1.005461768,3,20,11,52.34,50.54,58.7
2017-11-02 21:00:00,56.26,54471,0.98785685,3,21,11,53.53,48.59,53
2017-11-02 22:00:00,50.55,57245,1.043837585,3,22,11,50.64,48.15,52.43
2017-11-02 23:00:00,50.05,53402,1.011185599,3,23,11,44.61,45,45.45
2017-11-03 00:00:00,49.21,49898,0.982712792,4,0,11,41.37,42.94,45.44
2017-11-03 01:00:00,44.91,48739,0.961613179,4,1,11,37.9,41.53,39.38
